accession,Name,Formula,RT,MainPositiveAdduct,MainNegativeAdduct,KEGG,CAS,PubChem,ChemSpider,UserId,BioCyc,HMDB,Metlin,LipidMaps,Unnamed: 14
DBK005826,(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE,C9H17BN2O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005827,"1,1'-BIPHENYL-2-SULFINIC ACID",C12H10O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005828,"(2R)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoic acid",C12H15NO6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005829,Bisphenol Z,C18H20O2,0.0,[M+H]+,[M-H]-,,843-55-0,,,,,,,,
DBK005830,"3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline",C21H18F6N2O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005831,"(6-METHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL)METHYLPHOSPHINATE",C11H14O3P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005832,"{4-Amino-2-[(4-methoxyphenyl)amino]-1,3-thiazol-5-yl}(4-methoxyphenyl)methanone",C18H17N3O3S,0.0,[M+H]+,[M-H]-,,727685-49-6,,,,,,,,
DBK005833,"4-Amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium",C16H12ClFN3OS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005834,"2-[1-(4-CHLORO-PHENYL)-ETHYL]-4,6-DINITRO-PHENOL",C14H11ClN2O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005835,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid",C8H4Br3NO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005836,Bromamphenicol,C11H12Br2N2O5,0.0,[M+H]+,[M-H]-,,16803-75-1,,,,,,,,
DBK005837,5-Bromoindirubin,C16H9BrN2O2,0.0,[M+H]+,[M-H]-,,60874-72-8,,,,,,,,
DBK005838,"(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE",C24H30NO,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005839,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE",C19H18ClN3O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005840,"1,3-diphenylurea",C13H12N2O,0.0,[M+H]+,[M-H]-,,102-07-8,,,,,,,,
DBK005841,"5-(hexahydro-2-oxo-1H-thieno[3,4-D]imidazol-6-yl)pentanal",C10H16N2O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005842,"4-[3-(3-NITROPHENYL)-1,2,4-OXADIAZOL-5-YL]BUTANOIC ACID",C12H11N3O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005843,"N-(4-{[amino(imino)methyl]amino}butyl)-2,4'-bi-1,3-thiazole-4-carboxamide",C12H16N6OS2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005844,(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one,C21H22O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005845,(2S)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,C21H24BrN5O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005846,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",C13H8BrNO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005847,"(5E)-5-[(2,2-DIFLUORO-1,3-BENZODIOXOL-5-YL)METHYLENE]-1,3-THIAZOLIDINE-2,4-DIONE",C11H5F2NO4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005848,(2R)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,C21H24BrN5O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005849,"N-({(3R,4R)-4-[(benzyloxy)methyl]pyrrolidin-3-yl}methyl)-N-(2-methylpropyl)benzenesulfonamide",C23H32N2O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005850,L-BENZYLSUCCINIC ACID,C11H12O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005851,"2-(4-hydroxybiphenyl-3-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",C21H15NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005852,4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE,C22H21N5O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005853,difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron,C22H31BF2N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005854,"3-fluoro-6-(4-fluorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid",C12H8F2O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005855,"4-(4-methyl-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)benzonitrile",C16H10N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005856,7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE,C17H11ClO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005857,7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE,C18H16ClNO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005858,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one",C24H23N5O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005859,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",C20H30ClF2N7O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005860,"(2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid",C12H9ClO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005861,3-CARBOXY-4-METHYL-5-PROPYL-2-FURANPROPIONIC,C12H16O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005862,(2R)-2-ETHYL-1-HEXANESULFONIC ACID,C8H18O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005863,"(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one",C21H25N3O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005864,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",C19H26F4N4O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005865,"(3Z,6S)-6-Chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2R)-2-piperidinyl]ethyl}imino)-2-piperazinol",C22H31Cl2N5OS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005866,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE",C20H22N2O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005867,"N-phenyl-1H-pyrrolo[2,3-b]pyridin-3-amine",C13H11N3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005868,"3-(3-methoxybenzyl)-1H-pyrrolo[2,3-b]pyridine",C15H14N2O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005869,N-[4-({[5-(DIMETHYLAMINO)-1-NAPHTHYL]SULFONYL}AMINO)BUTYL]-3-SULFANYLPROPANAMIDE,C19H27N3O3S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005870,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE",C20H28N2O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005871,3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]pyridin-2(1H)-one,C21H15F3N4O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005872,"(5E)-2-Amino-5-(2-pyridinylmethylene)-1,3-thiazol-4(5H)-one",C9H7N3OS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005873,"(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol",C24H32F6O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005874,"4-{5-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE",C14H10N2O5S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005875,N-hexanoyl-L-homoserine,C10H19NO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005876,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE",C15H13N3O4S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005877,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE",C14H11N3O4S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005878,2-amino-6-[2-(1H-indol-6-yl)ethyl]pyrimidin-4(3H)-one,C14H14N4O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005879,"N-{(1S,2R)-2-hydroxy-1-[(hydroxyamino)carbonyl]propyl}-4-{[4-(morpholin-4-ylmethyl)phenyl]ethynyl}benzamide",C24H27N3O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005880,"N'-(6-aminopyridin-3-yl)-N-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide",C21H26N4O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005881,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE",C15H10F3N3O4S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005882,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID",C15H10N2O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005883,"4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE",C15H13N3O4S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005884,4-(dihydroxyboranyl)-2-({[4-(phenylsulfonyl)thiophen-2-yl]sulfonyl}amino)benzoic acid,C17H14BNO8S3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005885,5-Amino-6-cyclohexyl-4-hydroxy-2-isobutyl-hexanoic acid,C16H31NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005886,(S)-carazolol,C18H22N2O2,0.0,[M+H]+,[M-H]-,,78859-33-3,,,,,,,,
DBK005887,N'-(5-CHLOROBENZOFURAN-2-CARBONYL)-2-(TRIFLUOROMETHYL)BENZENESULFONOHYDRAZIDE,C16H10ClF3N2O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005888,N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE,C21H18F3N5O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005889,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,C20H20N6O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005890,5-(4-CYANOPHENYL)-3-{[(2-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID,C19H14N2O4S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005891,"2-(6-Chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2H)-pyrazinyl)-N-[(2-fluoro-6-pyridinyl)methyl]acetamide",C20H19F3N6O2,0.0,[M+H]+,[M-H]-,,312904-60-2,,,,,,,,
DBK005892,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-3-METHYL-6-PYRIDINYL)METHYL]ACETAMIDE",C21H23F3N6O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005893,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE",C20H17ClF3N5O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005894,"(2S)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",C10H15ClN6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005895,"(2R)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",C10H15ClN6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005896,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",C15H18F3NO2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005897,"Hydroxy(oxo)(2-{(1S)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium",C13H19AsF3NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005898,CGS-27023,C18H23N3O5S,0.0,[M+H]+,[M-H]-,,161314-70-1,,,,,,,,
DBK005899,"3,20-Pregnanedione",C21H32O2,0.0,[M+H]+,[M-H]-,,128-23-4,,,,,,,,
DBK005900,acetylleucyl-leucyl-norleucinal,C20H37N3O4,0.0,[M+H]+,[M-H]-,,110044-82-1,,,,,,,,
DBK005901,"(2Z)-2-cyano-N-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide",C17H12Cl2N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005902,N-[(1S)-2-methyl-1-(pyridin-4-ylcarbamoyl)propyl]cyclohexanecarboxamide,C17H25N3O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005903,(2Z)-2-cyano-N-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide,C19H18N2O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005904,"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",C17H19N5S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005905,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",C25H34N6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005906,"6-amino-2-[(2-morpholin-4-ylethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",C15H19N7O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005907,Chloramphenicol succinate,C15H16Cl2N2O8,0.0,[M+H]+,[M-H]-,,3544-94-3,,,,,,,,
DBK005908,"(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL",C28H31NO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005909,"(2S)-2-[(2,1,3-BENZOTHIADIAZOL-4-YLSULFONYL)AMINO]-2-PHENYL-N-PYRIDIN-4-YLACETAMIDE",C19H15N5O3S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005910,CIS-4-METHYL-N-[(1S)-3-(METHYLSULFANYL)-1-(PYRIDIN-4-YLCARBAMOYL)PROPYL]CYCLOHEXANECARBOXAMIDE,C18H27N3O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005911,3-CYCLOHEXYL-1-(2-MORPHOLIN-4-YL-2-OXOETHYL)-2-PHENYL-1H-INDOLE-6-CARBOXYLIC ACID,C27H30N2O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005912,"N~2~-[(BENZYLOXY)CARBONYL]-N-[(1S,2S)-2-HYDROXY-1-(4-HYDROXYBENZYL)PROPYL]-L-LEUCINAMIDE",C24H32N2O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005913,3-{[(4-methylphenyl)sulfonyl]amino}propyl pyridin-4-ylcarbamate,C16H19N3O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005914,"(2S)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol",C15H23NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005915,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",C22H25NO6S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005916,"2,4-DIAMINO-1,5-DIPHENYL-3-HYDROXYPENTANE",C17H22N2O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005917,"2,4-Diamino-5-phenyl-6-ethylpyrimidine",C12H14N4,0.0,[M+H]+,[M-H]-,,27653-49-2,,,,,,,,
DBK005918,CP-94707,C21H16N4OS,0.0,[M+H]+,[M-H]-,,343250-05-5,,,,,,,,
DBK005919,"Bis-1,2-{[(Z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane",C16H24N2O12,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005920,"BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE",C18H26N2O12,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005921,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOPROPYL-HEXANOIC ACID,C15H29NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005922,"N-[(2R,3S)-1-((2S)-2-{[(CYCLOPENTYLAMINO)CARBONYL]AMINO}-3-METHYLBUTANOYL)-2-(1-FORMYL-1-CYCLOBUTYL)PYRROLIDINYL]CYCLOPROPANECARBOXAMIDE",C24H38N4O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005923,"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE",C21H22ClN3O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005924,"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine",C15H13N7,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005925,"5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine",C12H11ClN6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005926,"5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE",C24H23N3O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005927,"N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",C20H22F4N4O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005928,"3,4-DI-1H-INDOL-3-YL-1H-PYRROLE-2,5-DICARBOXYLIC ACID",C22H15N3O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005929,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE",C22H26F3N3O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005930,"S-[3-(3,4-DICHLOROPHENYL)-3-OXOPROPYL]-L-CYSTEINE",C12H13Cl2NO3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005931,N1-CYCLOPENTYL-N2-(THIAZOL-2-YL)OXALAMIDE,C10H13N3O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005932,(2R)-3-Methyl-1-phenyl-2-butanyl [(2S)-1-oxo-2-hexanyl]carbamate,C18H27NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005933,1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE,C19H27NO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005934,CCT-018159,C20H20N2O4,0.0,[M+H]+,[M-H]-,,171009-07-7,,,,,,,,
DBK005935,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE",C18H15BrN5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005936,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",C21H28N2O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005937,"CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",C10H13NO,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005938,"2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE",C13H13NO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005939,[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID,C7H11BN4O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005940,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",C19H20ClN3O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005941,S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE,C20H21N5O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005942,N-hexanoyl-L-homocysteine,C10H19NO3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005943,"(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE",C20H20N2O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005944,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE",C20H17ClN4O4S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005945,"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE",C20H15Cl3N4O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005946,4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE,C21H16IN3OS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005947,N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide,C24H22ClN5O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005948,"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE",C12H14N2O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005949,"1,2-Dihydroxynaphthalene",C10H8O2,0.0,[M+H]+,[M-H]-,,574-00-5,,,,,,,,
DBK005950,DECANE-1-THIOL,C10H22S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005951,6-(3-AMINOPHENYL)-N-(TERT-BUTYL)-2-(TRIFLUOROMETHYL)QUINAZOLIN-4-AMINE,C19H19F3N4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005952,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,C12H9N3O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005953,"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE",C12H9N3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005954,Tranilast,C18H17NO5,0.0,[M+H]+,[M-H]-,,53902-12-8,,,,,,,,
DBK005955,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid",C17H13FN2O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005956,N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,C11H12N2O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005957,"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE",C24H31N5O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005958,"N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",C24H27F3N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK005959,"2-[(2,4-DICHLORO-5-METHYLPHENYL)SULFONYL]-1,3-DINITRO-5-(TRIFLUOROMETHYL)BENZENE",C14H7Cl2F3N2O6S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
